ID	DoC	How	APP	Wat	Age	Sex	Inc	Reg
3878238124	2	6	1	1	5	1	1	8
3878228000	1	5	1	1	4	3	5	7
3878227923	1	3	1	1	4	1	3	1
3878226107	1	6	1	2	4	3	5	5
3878225639	1	6	1	3	5	3	4	7
3878225361	1	6	1	1	4	3	3	7
3878224262	1	1	1	3	4	3	2	7
3878223377	2	2	57	2	4	3	4	5
3878219443	1	6	1	1	5	3	12	3
3878215557	1	6	1	2	4	3	9	7
3878215555	1	6	1	1	4	3	3	1
3878209275	1	3	1	1	4	1	8	7
3878209013	1	5	1	1	4	1	1	8
3878208724	2	6	1	3	4	3	1	1
3878205297	1	7	1	1	4	3	9	1
3878204973	1	8	1	2	1	3	1	4
3878204241	1	6	1	3	1	3	5	7
3878201710	1	2	58	3	5	3	8	3
3878198621	1	7	1	3	4	3	5	8
3878197524	1	6	1	1	4	3	5	4
3878196162	2	6	1	3	1	3	5	6
3878194430	1	2	59	2	4	3	3	4
3878193774	1	1	1	2	1	1	3	6
3878193623	1	6	1	1	4	1	8	4
3878192054	1	2	29	2	5	1	5	7
3878190686	1	1	1	1	4	3	5	1
3878190060	1	1	1	2	4	3	3	9
3878189246	1	2	60	2	5	1	10	3
3878187831	1	6	1	1	5	3	6	4
3878187206	2	1	1	2	4	3	2	9
3878177832	1	1	1	1	1	1	1	6
3878176797	1	4	1	4	3	2	6	2
3878176285	1	4	1	4	3	2	6	2
3878175971	1	1	1	1	5	1	9	1
3878171501	1	3	1	3	1	3	2	3
3878168802	1	6	1	1	4	3	9	3
3878166803	1	6	1	5	4	3	3	3
3878166171	1	2	61	3	4	3	2	5
3878162896	1	2	62	3	1	3	5	5
3878162631	1	2	29	1	1	3	5	1
3878162069	2	5	1	2	2	1	9	5
3878160615	1	2	63	2	4	3	10	6
3878160534	1	3	1	1	4	3	1	3
3878159600	2	6	1	1	5	3	8	4
3878159123	1	1	1	5	1	3	8	4
3878158418	1	1	1	1	4	1	5	5
3878156563	1	2	64	1	1	3	8	5
3878151947	2	2	65	1	5	1	2	8
3878147244	1	5	1	1	5	1	8	6
3878146840	1	5	1	2	2	1	8	4
3878144950	1	5	1	3	1	3	2	10
3878139391	1	7	1	5	5	3	9	7
3878137364	1	2	29	2	4	1	10	2
3878136673	1	2	66	2	4	1	4	5
3878129801	1	5	1	1	4	3	5	4
3878123775	2	5	1	2	5	3	5	5
3878120046	1	1	1	2	1	3	3	5
3878118150	1	2	67	1	4	1	10	1
3878117988	1	3	1	1	4	1	3	7
3878115959	1	3	1	5	4	3	10	7
3878114690	1	2	62	1	5	3	2	8
3878112779	1	3	1	2	5	1	4	1
3878112712	1	2	68	1	4	3	5	7
3878111554	1	6	1	3	5	1	10	5
3878109491	1	1	1	3	2	3	9	7
3878108075	1	2	49	1	1	1	3	1
3878104623	1	1	1	1	4	3	5	8
3878102392	2	6	1	2	4	3	12	5
3878099445	1	6	1	2	2	3	8	6
3878099081	2	3	1	2	2	1	8	6
3878098952	1	3	1	1	2	3	2	7
3878098258	1	2	69	3	4	1	3	4
3878096992	1	2	70	2	5	1	12	3
3878096868	1	2	71	1	5	1	5	8
3878095559	1	3	1	3	2	3	5	3
3878094553	2	5	1	3	2	1	2	2
3878093169	1	3	1	5	5	1	8	10
3878093010	1	5	1	5	4	1	9	1
3878089067	1	1	1	2	2	3	8	8
3878088243	1	1	1	3	2	3	8	7
3878086902	1	1	1	1	4	1	9	5
3878086392	2	5	1	2	2	3	2	5
3878085372	1	2	72	3	5	3	1	8
3878084501	1	6	1	2	1	3	8	3
3878078991	1	5	1	3	1	3	10	5
3878074226	1	5	1	2	5	3	2	1
3878064767	1	6	1	3	5	1	5	5
3878064239	1	3	1	3	5	3	12	9
3878061795	1	5	1	3	5	1	5	8
3878059916	1	3	1	2	4	1	4	7
3878059307	1	1	1	1	5	3	3	7
3878054163	1	1	1	2	5	3	10	1
3878053524	1	2	73	2	2	3	9	7
3878052764	1	2	28	3	4	1	4	5
3878052086	1	1	1	1	1	3	3	5
3878048164	1	3	1	2	4	3	1	5
3878044812	1	5	1	1	2	3	9	6
3878044317	2	1	1	1	4	3	9	7
3878043927	1	3	1	1	4	3	2	3
3878043272	2	1	1	2	2	3	5	8
3878042695	1	1	1	1	2	3	4	3
3878041562	1	3	1	1	4	3	5	4
3878040881	1	7	1	3	4	3	9	3
3878040492	1	6	1	2	1	3	2	5
3878040326	1	6	1	2	1	3	1	7
3878038987	1	3	1	1	4	3	9	8
3878037165	1	2	74	1	1	3	2	6
3878035259	1	6	1	1	5	1	3	5
3878035151	1	2	10	2	1	3	10	7
3878035092	1	6	1	1	1	3	5	1
3878034412	1	6	1	3	5	3	8	6
3878033239	1	1	1	1	2	3	9	7
3878032634	1	5	1	2	2	3	8	8
3878032607	1	1	1	1	5	3	9	5
3878032087	1	6	1	1	4	3	9	3
3878031030	1	2	75	2	1	3	9	7
3878023139	2	6	1	1	2	3	7	1
3878020495	2	2	76	3	4	3	4	3
3878020282	1	7	1	1	5	3	3	9
3878019960	1	5	1	3	1	3	3	7
3878019423	1	6	1	1	5	3	10	1
3878018322	1	7	1	2	5	1	2	7
3878018310	1	3	1	1	5	1	12	9
3878016803	1	2	55	1	5	3	2	5
3878014756	1	6	1	2	4	3	2	7
3878013956	1	2	29	1	2	3	2	1
3878012449	1	6	1	2	4	1	1	5
3878010983	1	7	1	2	4	3	2	5
3878010950	1	5	1	5	5	1	5	5
3878010904	1	6	1	3	5	3	2	4
3878010376	1	1	1	3	1	3	3	7
3878009694	1	3	1	1	5	1	5	5
3878009691	1	5	1	3	1	3	5	5
3878009582	1	2	77	3	4	1	2	5
3878009488	1	5	1	3	5	3	7	5
3878008863	1	7	1	2	5	1	2	8
3878007018	1	1	1	1	5	1	10	1
3878005790	1	5	1	1	2	3	8	8
3878001706	1	1	1	1	2	3	3	7
3877999985	2	5	1	3	4	3	3	5
3877998847	1	2	49	2	5	1	2	1
3877998797	1	3	1	1	2	3	8	4
3877997607	1	3	1	1	2	3	2	7
3877996677	2	6	1	3	5	1	1	4
3877995949	1	3	1	5	4	3	9	5
3877995873	1	3	1	1	4	1	1	7
3877994295	2	3	1	2	2	3	2	1
3877993115	2	6	1	3	2	3	8	1
3877992847	1	1	1	2	4	1	2	5
3877992331	1	3	1	3	5	3	2	6
3877991281	1	1	1	1	4	3	5	4
3877990551	1	6	1	1	5	3	2	9
3877989849	1	3	1	1	5	1	12	8
3877989016	1	2	6	3	5	1	1	4
3877986851	1	1	1	1	4	3	12	7
3877984798	2	1	1	3	2	3	8	1
3877983130	1	1	1	2	2	3	5	4
3877983122	1	3	1	1	4	1	11	4
3877982615	1	2	5	1	5	3	5	1
3877982204	2	5	1	5	2	3	5	3
3877981227	1	6	1	2	4	3	12	5
3877981098	1	2	78	1	1	3	9	3
3877980492	1	2	78	2	4	3	2	5
3877980484	2	1	1	5	2	3	7	5
3877980051	1	1	1	3	2	3	5	4
3877977794	1	3	1	1	4	1	3	3
3877976383	1	2	79	1	2	3	2	10
3877975104	1	3	1	2	3	2	6	2
3877973396	1	8	1	3	5	1	2	3
3877969129	1	2	80	1	4	3	2	1
3877968802	1	7	1	2	5	3	3	5
3877966982	1	1	1	2	2	3	10	9
3877965710	1	2	81	1	4	3	3	8
3877965544	1	6	1	3	5	1	9	8
3877961612	1	1	1	1	2	3	8	1
3877960106	2	5	1	5	2	3	5	5
3877958234	2	2	82	2	4	3	3	8
3877957277	1	5	1	1	4	3	2	10
3877955881	2	6	1	3	4	3	12	4
3877955839	1	6	1	1	2	3	8	3
3877955798	1	1	1	1	5	1	1	6
3877954334	1	1	1	3	4	3	11	3
3877953647	1	5	1	1	5	3	9	5
3877950102	1	1	1	1	5	3	2	7
3877949696	1	1	1	3	1	3	2	1
3877949284	1	3	1	1	5	1	3	8
3877948332	1	6	1	1	4	3	5	3
3877946979	1	2	83	3	1	3	4	5
3877946354	1	6	1	3	5	1	10	5
3877945582	1	5	1	1	4	3	2	1
3877943483	2	6	1	3	4	3	9	1
3877943300	1	5	1	1	2	3	8	9
3877942496	2	6	1	2	4	3	5	7
3877941352	1	3	1	1	4	1	1	10
3877941272	2	4	1	4	3	2	6	2
3877941245	1	5	1	2	1	3	1	3
3877939977	1	3	1	1	5	3	1	4
3877939933	1	3	1	1	4	1	12	7
3877939431	1	2	84	1	2	3	5	5
3877937093	1	5	1	1	2	3	2	4
3877936279	1	2	29	1	5	3	2	7
3877934942	1	4	1	4	3	2	6	2
3877934726	1	8	1	2	4	3	9	5
3877934192	1	1	1	1	4	3	10	8
3877934039	1	3	1	1	4	3	11	4
3877934025	1	2	29	2	4	3	5	3
3877933879	1	6	1	3	5	1	2	10
3877933017	1	2	85	1	4	1	9	7
3877930386	1	5	1	1	2	3	8	5
3877930133	1	6	1	1	5	3	2	1
3877926515	1	6	1	2	2	3	7	9
3877926252	1	8	1	3	5	1	10	4
3877922131	1	3	1	2	4	3	7	7
3877921800	1	5	1	2	5	1	12	5
3877921461	2	6	1	1	4	3	9	1
3877920147	2	5	1	3	1	3	9	3
3877919152	1	6	1	2	5	3	12	7
3877918818	2	1	1	2	2	3	4	5
3877916763	1	2	83	1	5	1	12	6
3877914049	1	5	1	1	4	3	10	10
3877912517	1	9	1	1	5	1	9	4
3877911586	1	6	1	2	5	3	2	9
3877906211	1	2	86	2	1	3	2	7
3877905346	2	6	1	3	4	3	4	8
3877904337	1	1	1	1	4	1	9	4
3877903810	2	6	1	1	4	3	2	7
3877903803	1	7	1	1	4	3	2	5
3877903037	1	2	25	2	1	3	2	1
3877902471	2	3	1	3	2	3	2	1
3877902073	1	2	87	3	4	1	2	5
3877901837	1	5	1	3	5	3	9	7
3877897238	1	2	12	1	4	3	9	1
3877896109	1	8	1	3	5	3	10	5
3877893918	1	6	1	1	5	1	9	10
3877893684	1	5	1	1	5	3	5	5
3877893604	1	5	1	2	2	3	2	4
3877890420	1	6	1	2	4	3	3	5
3877890013	2	2	88	3	1	3	12	5
3877889922	1	2	89	3	5	1	1	1
3877885176	1	1	1	1	2	3	9	7
3877885125	1	1	1	2	1	3	5	6
3877885019	1	6	1	2	5	3	2	4
3877884613	1	3	1	1	4	3	1	5
3877884192	2	6	1	3	5	3	5	5
3877880332	2	6	1	3	1	3	5	7
3877877032	1	2	90	1	2	3	12	5
3877874628	1	2	55	3	5	3	2	7
3877873676	1	8	1	3	4	1	5	10
3877871653	1	2	91	1	4	3	4	7
3877871578	1	6	1	1	2	3	7	7
3877871132	1	2	92	3	2	3	7	4
3877870133	1	1	1	2	5	3	1	4
3877870026	1	1	1	2	5	1	3	3
3877869125	1	3	1	1	2	3	5	1
3877867553	1	2	28	2	5	3	5	8
3877865436	1	6	1	1	4	3	12	5
3877864574	2	7	1	2	4	3	12	5
3877862817	1	5	1	3	4	3	2	8
3877862354	1	2	93	1	4	3	1	1
3877861603	1	1	1	2	2	3	1	1
3877860767	1	6	1	2	4	1	8	4
3877860097	2	6	1	2	5	3	5	5
3877860035	2	1	1	5	1	3	12	8
3877859415	1	6	1	2	4	3	8	6
3877857384	1	1	1	1	4	3	1	1
3877857065	2	5	1	5	1	3	9	2
3877856635	1	6	1	1	1	3	1	4
3877856424	1	2	94	2	2	3	2	3
3877856090	1	1	1	2	1	1	5	7
3877855838	2	3	1	1	1	3	3	5
3877854283	1	1	1	1	4	3	9	1
3877854113	1	3	1	1	4	1	1	6
3877853409	1	2	20	1	4	1	3	7
3877851546	1	3	1	1	4	3	5	10
3877851313	1	3	1	2	5	3	2	8
3877850546	1	1	1	3	2	3	7	3
3877849360	1	1	1	1	2	3	2	9
3877849287	1	6	1	3	4	1	2	5
3877844428	1	6	1	1	5	3	5	7
3877840278	1	2	95	1	5	3	5	5
3877839221	1	3	1	1	5	1	1	1
3877838876	1	2	96	2	1	3	11	7
3877838258	1	3	1	2	2	3	5	7
3877835456	1	6	1	2	5	3	12	4
3877834333	1	1	1	3	5	3	1	7
3877833661	1	7	1	1	5	3	2	1
3877833303	1	6	1	1	5	3	2	3
