ID	DoC	How	APP	Wat	Age	Sex	Inc	Reg
3877831288	2	5	1	2	1	3	2	1
3877829146	1	1	1	1	1	3	4	7
3877828834	1	3	1	3	1	3	2	4
3877828401	1	1	1	1	2	3	2	3
3877828113	1	7	1	2	5	1	10	7
3877825838	1	6	1	2	5	3	12	5
3877825768	1	1	1	1	5	1	3	1
3877825397	1	1	1	5	5	3	4	5
3877825092	1	5	1	5	4	3	9	3
3877825091	1	3	1	5	4	3	8	9
3877823647	1	6	1	3	5	3	8	4
3877823634	2	6	1	5	5	1	1	8
3877823022	1	3	1	5	5	3	8	8
3877822759	1	1	1	2	2	3	7	7
3877821639	2	6	1	1	4	3	3	4
3877821152	1	3	1	2	2	3	2	9
3877820317	2	8	1	2	1	3	2	1
3877817207	1	2	45	1	5	3	4	9
3877815508	1	3	1	2	5	3	3	5
3877813621	1	1	1	1	2	3	7	3
3877813587	2	6	1	2	2	3	2	1
3877813322	1	6	1	1	5	1	5	5
3877812497	2	6	1	2	2	3	2	6
3877806850	1	6	1	1	4	3	10	3
3877806666	2	2	97	5	4	3	2	5
3877804843	1	1	1	1	4	3	5	1
3877803376	2	2	98	2	1	3	1	5
3877803055	1	6	1	3	2	3	1	7
3877800395	1	1	1	2	2	3	7	5
3877799311	1	2	31	1	4	3	3	1
3877795231	1	3	1	2	5	1	3	5
3877794938	1	1	1	3	2	3	7	6
3877794732	1	6	1	2	4	1	7	1
3877793419	1	6	1	5	5	1	4	7
3877792799	1	5	1	2	5	1	3	10
3877791725	1	1	1	1	4	3	1	7
3877791459	1	2	45	1	1	3	2	7
3877791359	2	5	1	5	5	3	2	5
3877791126	1	1	1	2	2	3	7	5
3877789580	1	5	1	1	4	3	2	4
3877789311	1	6	1	1	5	1	12	7
3877788831	1	2	5	2	5	3	9	7
3877788097	1	3	1	3	1	3	5	1
3877785851	1	2	99	2	5	3	2	1
3877783718	1	7	1	1	5	1	2	7
3877783251	1	2	12	3	5	1	2	7
3877781305	1	6	1	3	5	1	5	3
3877781123	1	8	1	1	4	1	11	9
3877779376	1	2	100	2	1	3	5	1
3877778622	1	6	1	2	1	3	5	6
3877777746	1	2	101	1	2	3	9	9
3877775605	1	6	1	1	5	3	9	8
3877775230	2	6	1	1	4	3	2	7
3877775208	1	6	1	1	5	1	3	1
3877771309	1	6	1	1	1	3	9	7
3877771155	1	2	102	1	5	3	1	4
3877769359	2	1	1	2	2	3	5	1
3877768869	1	2	103	2	2	3	4	3
3877767444	1	1	1	1	4	3	2	6
3877767366	1	5	1	1	5	1	3	3
3877764882	1	6	1	2	5	3	9	4
3877762163	1	6	1	1	4	1	5	4
3877760068	2	2	104	2	1	3	12	5
3877755586	1	6	1	2	5	1	8	5
3877755146	1	3	1	2	5	1	1	6
3877754981	1	6	1	1	4	1	1	3
3877754345	1	6	1	3	5	3	2	3
3877754281	1	2	103	1	4	3	11	5
3877752751	1	1	1	2	4	3	8	5
3877751637	1	1	1	1	2	3	9	5
3877750962	1	6	1	5	4	3	1	10
3877750724	2	3	1	1	1	3	5	10
3877748205	2	5	1	2	2	3	8	9
3877747724	1	1	1	1	2	3	8	7
3877746061	1	1	1	3	1	3	7	10
3877744514	1	3	1	1	2	3	8	7
3877744055	1	7	1	3	5	1	2	5
3877743862	1	2	5	1	4	3	2	1
3877741292	2	1	1	2	2	3	1	7
3877740013	2	2	105	1	2	3	10	7
3877739642	1	1	1	1	2	3	5	9
3877739070	2	6	1	5	5	1	3	7
3877737885	1	5	1	3	5	1	9	7
3877735171	1	5	1	1	4	1	10	8
3877732662	2	6	1	2	4	3	8	10
3877732160	1	2	106	2	1	3	4	4
3877731939	1	3	1	5	4	1	3	5
3877729075	1	3	1	1	4	3	3	2
3877728804	1	1	1	1	5	1	12	5
3877728487	1	3	1	3	2	3	5	3
3877728042	1	1	1	5	4	3	2	4
3877727777	1	1	1	1	4	3	3	6
3877726824	2	6	1	3	4	3	2	1
3877724934	2	3	1	3	5	3	5	6
3877723968	1	5	1	2	5	1	2	6
3877723964	2	5	1	3	1	3	5	5
3877723322	1	2	14	3	4	1	4	9
3877722749	1	6	1	1	2	3	5	7
3877721796	1	6	1	3	4	3	2	1
3877721262	1	2	107	1	1	3	9	7
3877720994	1	1	1	1	1	3	10	3
3877720618	1	2	29	2	2	3	2	3
3877719327	1	6	1	2	1	3	3	3
3877715614	1	5	1	5	1	3	1	8
3877714285	2	6	1	2	5	1	2	10
3877713514	1	1	1	2	2	3	7	8
3877710759	1	6	1	2	5	1	9	3
3877709429	2	1	1	2	2	3	1	1
3877709396	1	6	1	3	1	3	9	3
3877709203	2	5	1	2	1	3	9	1
3877705805	1	3	1	1	1	3	3	1
3877705747	2	3	1	1	1	3	5	7
3877705621	2	5	1	3	2	3	2	5
3877705489	1	1	1	1	2	1	1	8
3877705171	1	3	1	1	5	3	1	5
3877705053	1	3	1	2	1	3	8	7
3877703334	1	3	1	5	2	3	8	8
3877702652	1	2	108	1	2	3	2	4
3877699575	1	6	1	2	4	3	10	6
3877698507	2	1	1	3	2	3	2	1
3877696556	1	8	1	3	5	1	2	7
3877694816	1	2	76	5	5	1	10	10
3877693629	1	3	1	3	5	1	1	3
3877693173	1	1	1	3	1	3	10	8
3877691632	1	6	1	3	1	3	3	10
3877689877	2	1	1	2	2	3	9	4
3877689618	1	3	1	2	5	3	9	8
3877689598	1	1	1	1	4	3	4	1
3877688523	1	3	1	1	1	3	12	5
3877686918	2	6	1	2	4	3	5	4
3877686413	1	3	1	2	2	3	9	8
3877685833	1	6	1	1	4	1	3	1
3877685611	2	5	1	1	2	3	8	1
3877685103	2	1	1	2	1	3	3	8
3877684867	1	1	1	1	2	3	1	1
3877682778	1	3	1	1	2	1	2	4
3877682733	2	7	1	2	4	1	1	1
3877679711	1	6	1	2	5	1	1	10
3877679528	1	6	1	1	5	3	5	10
3877675285	1	6	1	2	5	1	9	6
3877674431	2	1	1	3	2	3	11	9
3877673406	1	2	109	2	2	3	5	4
3877673386	1	6	1	1	5	3	11	5
3877671160	2	2	110	2	4	3	5	5
3877668804	1	1	1	2	2	3	8	2
3877668573	1	2	111	1	2	3	7	9
3877668518	1	1	1	1	2	3	12	9
3877668411	1	3	1	2	1	3	4	9
3877666795	1	6	1	2	4	3	5	7
3877666179	1	5	1	2	5	3	2	4
3877665489	1	2	20	2	4	3	5	7
3877661347	1	8	1	2	5	1	9	8
3877660370	1	2	112	1	5	3	10	4
3877660042	1	1	1	5	2	3	5	4
3877656203	1	3	1	2	4	1	1	5
3877654524	1	5	1	3	2	3	2	2
3877654523	1	2	29	1	4	1	9	1
3877653871	1	2	20	1	4	3	10	1
3877653260	1	6	1	2	5	3	10	4
3877652718	1	6	1	3	5	3	2	8
3877652362	1	2	113	1	5	3	5	5
3877651261	1	1	1	1	4	3	10	1
3877650432	2	1	1	3	2	3	2	1
3877649523	1	2	25	3	2	3	8	7
3877649260	1	6	1	3	4	3	1	5
3877648807	2	1	1	2	1	3	10	1
3877648261	1	7	1	2	4	3	12	9
3877648193	1	5	1	1	1	3	5	4
3877647762	1	6	1	1	1	3	9	7
3877647733	1	1	1	1	5	1	10	5
3877647589	1	5	1	1	2	3	5	7
3877647198	1	6	1	3	4	3	5	3
3877646688	1	1	1	3	1	3	2	1
3877646493	1	7	1	3	4	3	9	6
3877646443	1	6	1	2	4	3	11	1
3877644027	1	3	1	3	4	1	9	1
3877642069	1	1	1	2	1	3	2	1
3877640956	1	2	55	1	4	3	2	7
3877640569	1	2	94	3	2	3	7	3
3877640059	1	6	1	5	5	3	8	10
3877639651	1	1	1	1	1	3	12	5
3877639599	1	5	1	2	5	1	5	4
3877639207	1	3	1	1	4	3	4	3
3877638685	1	2	114	1	4	1	5	9
3877638200	2	1	1	5	2	3	2	6
3877637740	1	2	35	1	2	3	8	10
3877637463	1	1	1	3	4	1	10	9
3877637448	1	2	115	3	5	3	2	4
3877637119	2	1	1	3	2	3	11	2
3877635198	1	1	1	1	1	3	2	7
3877635161	1	5	1	1	1	3	8	9
3877633592	2	6	1	2	2	3	2	7
3877633421	1	2	45	3	1	3	3	8
3877632920	1	2	116	2	1	3	1	6
3877632727	1	3	1	2	4	3	2	5
3877631626	1	3	1	2	1	3	3	5
3877630928	1	8	1	1	2	3	2	4
3877627989	1	6	1	1	5	1	2	8
3877627031	1	5	1	1	2	3	2	9
3877626831	1	9	1	5	4	3	2	5
3877626301	2	2	55	2	2	3	2	8
3877625001	1	5	1	1	1	3	9	5
3877624927	1	5	1	2	1	3	2	5
3877623695	1	1	1	1	2	3	2	3
3877623020	2	1	1	2	1	3	1	4
3877622336	2	2	117	1	4	3	10	5
3877622039	1	3	1	2	2	3	2	6
3877621290	1	1	1	1	5	3	9	6
3877620916	2	2	118	2	1	3	1	7
3877620216	1	5	1	3	5	3	10	8
3877619244	1	6	1	3	5	3	5	3
3877618703	1	1	1	1	4	3	10	1
3877617187	1	2	45	5	5	3	9	9
3877617097	1	6	1	5	1	3	1	8
3877615523	1	1	1	2	4	3	1	8
3877614060	1	2	14	1	2	3	2	3
3877613803	1	3	1	1	2	3	5	3
3877613602	2	4	1	4	3	2	6	2
3877612849	1	5	1	2	5	3	4	5
3877612172	1	6	1	3	4	3	1	10
3877611589	1	5	1	2	5	3	2	10
3877611244	1	5	1	2	4	1	9	10
3877608503	2	6	1	2	4	1	3	1
3877608111	1	3	1	1	4	3	9	4
3877607322	1	6	1	3	4	3	12	5
3877606832	2	1	1	3	2	3	7	8
3877606205	1	2	12	1	4	1	2	1
3877606053	1	7	1	2	5	3	9	1
3877605415	1	6	1	3	1	3	5	9
3877605085	1	2	119	1	2	3	1	1
3877604945	1	6	1	1	4	3	7	8
3877604719	1	5	1	2	4	3	2	6
3877603245	1	1	1	3	1	3	9	8
3877602149	1	2	5	1	5	1	11	7
3877602108	1	3	1	1	1	3	1	10
3877601790	1	1	1	1	1	3	9	4
3877600406	1	3	1	5	2	3	5	1
3877599363	1	1	1	1	5	1	5	7
3877599184	2	5	1	3	1	3	12	1
3877598945	1	3	1	1	1	3	12	4
3877598520	1	6	1	3	4	1	3	7
3877595167	1	1	1	1	5	3	9	7
3877594682	1	8	1	2	5	1	5	7
3877592670	1	6	1	1	4	3	11	3
3877591670	1	3	1	1	4	3	1	4
3877591495	1	6	1	3	1	3	9	6
3877591297	2	1	1	2	4	3	12	5
3877586222	1	2	5	1	1	3	3	6
3877585955	1	1	1	2	1	3	2	9
3877584768	1	2	120	1	4	3	9	4
3877584496	2	2	121	3	1	3	8	3
3877580938	1	7	1	2	4	3	5	8
3877579781	1	3	1	3	1	1	5	10
3877579062	1	3	1	3	4	3	9	5
3877576778	2	6	1	1	4	3	8	7
3877573011	1	6	1	5	4	3	5	10
3877572488	1	2	122	1	1	3	12	1
3877572480	2	1	1	1	2	3	3	1
3877571848	2	1	1	2	4	3	3	7
3877568315	1	3	1	3	1	3	5	1
3877568116	2	5	1	3	5	3	3	4
3877568054	1	3	1	1	4	3	2	5
3877568053	1	1	1	1	1	3	2	1
3877566926	1	6	1	2	5	3	2	5
3877551536	2	4	1	4	3	2	6	2
3877548893	1	4	1	4	3	2	6	2
